,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam
19,"Khi thấy nhiều bạn trẻ check in Mũi Nghinh Phong là mình đã mê chỗ này rồi. Nên khi có dịp đi Vũng Tàu chắc chắn không thể bỏ qua nơi này. Nằm ở xéo xéo tượng Chúa Kitô, có quán cafe cũ kỹ đã bỏ hoang... đi ở lối vào sát bên quán cafe đó, đi 1 đoạn ngắn thôi nhìn bên trái là thấy Cổng Trời liền, trông hay hay, lạ lạ . Mình hy sinh vì nghệ thuật, trưa nắng chang chang chụp muốn cháy máy mà chưa chán. Chỗ các bậc cầu thang cũng đẹp nữa. Nếu các bạn đến Vũng Tàu hãy khám phá địa điểm đang nổi này 😍.",4,0,0,0,0,0
20,Eo Gió rất đẹp và hoang sơ. Hiện tại chỉ có đường men theo núi để ngắm biển. Nếu xây dựng thêm khu vực ngắm từ trên cao với chỗ ngồi uống nước nữa thì tuyệt vời. Ngồi ngắm sóng vỗ vào bờ đá cả buổi chả thấy chán. Gần eo Gió cũng có nhiều quán hải sản ăn khá ngon và cũng khá mắc. Nhưng được cái đưa đón tận khách sạn miễn phí nên cũng ok.,4,0,0,0,0,0
21,"Bạn nếu không muốn đi quá xa khỏi thành phố Quy Nhơn mà vẫn có thể thưởng thức bánh xèo tôm nhảy nổi tiếng tại cái xứ Nẫu này thì bạn nên ghé quán này. Khá ok, Vỏ bánh giòn, tôm tươi, rau ăn kèm nhìn khá tươi ngon và sạch sẽ.",0,0,0,4,0,0
22,"Lúc đầu mình ngửi mùi thức ăn thấy ko hấp dẫn lắm, cũng chẳng trông chờ gì nhiều.",0,0,0,2,0,0
23,"Nhà hàng này đã giảm giá mỗi khi tôi đến đây. 5 năm trước thức ăn ở mức trung bình. Lần này đồ ăn quá cơ bản và dưới mức trung bình, thịt dai và không ăn được, khẩu phần ăn nhỏ và giá quá cao. Hơn hết, dịch vụ chăm sóc khách hàng thật tồi tệ, nhân viên không ngoan, suốt ngày mơ mộng và không nhiệt tình giúp đỡ, hoặc nhận đơn đặt hàng mặc dù ở đây không có nhiều khách hàng. Chúng tôi đã yêu cầu thêm bánh phồng tôm vì Chúa và họ không thể làm được! Nhà vệ sinh thật kinh tởm. Nền móng của nơi này từng là một nơi đáng yêu nhưng thật kinh khủng khi đi và chỉ có danh tiếng cũ của nó mà nó không thể theo kịp.",0,0,1,1,0,0
24,Quán tuy nhỏ nhưng nấu ăn rất có tâm và đặc biệt là giá cũng rất mềm. Đến Eo Gió nếu rảnh thì ghé quán thưởng thức món bánh xèo đặc sản Bình Định và các món hải sản. So với các quán ở đây thì mình nghĩ quán này thuộc dạng rẻ nhất nhưng chất lượng ăn uống thì tương đương.,0,0,5,0,0,0
25,"Một điểm chụp hình sống ảo tại Đà Lạt hoàn toàn miễn phí, caphe và món ăn ở đây rất ngon, chủ rất nhiệt tình và nhân viên rất dễ mến.",0,0,4,4,0,0
26,"Tụi mình vừa check-in nhận phòng xong, nhân viên khách sạn rất nhiệt tình",0,4,0,0,0,0
27,"Khách sạn Apus đáng giá từng đồng tôi bỏ ra. Cơ sở vật chất tiện nghi, hiện đại, lại còn có cả bể bơi trên tầng thượng. Wifi trong phòng rất tốt. Vị trí thì quá tuyệt vời: đi bộ 5 phút ra biển.",0,5,0,0,0,0
28,"Tôi rất ko hài lòng về thái độ phục vụ của nhân viên tính tiền. Thái độ của nhân viên cứ ""hầm hầm"" vậy, nói thì cứ như quát vào mặt ng ta. Ng ta mua đến quầy tính tiền rồi còn hỏi có tiền trả ko vậy là thái độ ""khinh thường"" à. Nên tôi đề nghị ban quản lí coi, điều chỉnh lại thái độ của nhân viên.",0,0,0,0,0,2
29,Tìm thấy nơi này trực tuyến từ các đánh giá. Rất vui vì chúng tôi đã đến đây. Tôi và đối tác của tôi đều có những chiếc pizza lớn (không phán xét chúng tôi đã lấy đi một chút cho sau này haha) chúng tôi đã chia sẻ Diavola và pizza Truffle giữa chúng tôi.,0,0,0,4,0,0
30,"Ngày 1/7/2022 đã đi xe giường nằm Hiếu Hoa, có một bé bầu, và bé say xe. Nhà xe đã rất quan tâm tới chúng tôi khi được biết. Cảm ơn nhà xe nhiều. Ngày 6/7 trở ra Bắc hy vọng vẫn được nhà xe quan tâm!",0,0,0,0,5,0
31,"Đi du lịch Phú Yên trước rồi mới sang Quy Nhơn. Phú Yên ăn cái gì cũng rẻ hết, sang đây nhìn menu mình thấy hơi choáng chút vì chênh lệch. Tuy nhiên đó là so với Phú Yên thôi chứ mặt bằng chung các tỉnh du lịch khác vẫn hợp lý. Đi Eo gió hay Kỳ Co xong mệt ra ăn luôn chuẩn. Dọc dãy này cũng nhiều quán lắm. Tụi mình gọi cơm chiên hải sản, Tu hài và Mì xào. Cơm hơi mặn xíu nhưng hải sản tươi. Tu hài rất chắc , dai ngon. Phục vụ nhanh nhẹn.",0,0,0,4,0,0
32,"Phòng thì nhỏ và có mùi, toilet bị trũng, nước chảy ra sàn nhà. Rất nhiều vấn đề, phải đổi tới lui nhiều lần",0,1,0,0,0,0
33,"Món ăn thì được chút xíu, chả có gì gọi là đặc sắc. Được cái không gian thoáng mát, chủ yếu để phục vụ cho người nước ngoài, phục vụ bình thường",0,0,0,3,0,0
34,"Mình ở Sài Gòn ghé thăm, thấy các bạn review ok nên cũng ghé thử. Nói chung món ăn ổn và ngon. So giá với số lượng vầ chất lượng thì ngoài này rẻ hơn rất nhiều. Các bạn ở xa nên tìm địa chỉ: 22 Đào Duy Từ dễ tìm hơn nhé",0,0,0,5,0,0
35,"Cả cái khu du lịch không được một cái trạm nghỉ chân cho ra hồn, dựng vài cái lều bé tí trong khi trời thì nóng, chả hiểu làm du lịch kiểu gì nữa",1,0,0,0,0,0
36,Chắc là mọi người thích ăn đồ Hàn thì đều đã quá quen thuộc với gói mì gà samyang màu đen rồi. Nên hôm nay mình sẽ review về gói mì màu vàng là mì gà phô mai nhá. Một vắt mì thì to hơn so với mì của mình. Khi mà mình vừa cho cái gói sốt cay vào thì nồng nặc mùi bột ớt luôn đứng xa cũng ngửi thấy. Bạn nào đã quá quen thuộc với gói màu đen thì cái này cũng chả là gì đâu bởi gói màu vàng ít cay hơn. Còn gói phô mai cho vào mì thì lúc chảy ra chả thấy đâu chỉ còn mùi thơm thôi. Mình thấy mì ăn bình thường chỉ thấy cay thôi. Một bát mì với mấy cốc nước là đủ no vỡ bụng. Một gói là 29k nhá,0,0,0,4,0,0
37,"Nhạc ok, vũ công máu lửa nhưng 4sao thôi vì ngồi 2 tiếng k thấy có nhạc Kpop 😞",4,0,0,0,0,0
38,Có ở tại khách sạn mà khách sạn báo mình vắng mặt cảm thấy khách sạn không tôn trọng khách hàng.,0,1,0,0,0,0
39,Hoa viên nguyễn thái học và nguyễn tất thành đúng ra là một nơi rất đẹp để người dân vui chơi và thưởng thức không gian sống. Nhưng giờ đây nó như bãi tha ma của các quán ăn đường phố. Đồng thời mọc lên các quán nhậu vỉa hè làm mất mĩ quan của quy nhơn. Tệ nạn nhiều xảy ra.không còn là điểm hoa viên của người dân,1,0,0,0,0,0
40,Khách sạn 5 sao hình như cơ sở vật chất cũ và có nhiều bất tiện. Nhà mình được thông báo nhận phòng lúc 14h00 nhưng phải đợi rất lâu mới được nhận. Người ở trong khách sạn văn hoá không cao. Dịch vụ chậm chạp. Thật sự sẽ không quay lại,0,1,0,0,0,0
41,Bánh xèo tôm nhảy tại miền trung không to như miền nam nhưng ngon và rất giòn ăn là không thể dừng lại. Một người phải ăn tầm 3 cái hơn mới đã.,0,0,0,5,0,0
42,"Bãi biển đẹp, nhưng đi tháng 12 trong mùa mưa bão nên bớt đẹp rồi",3,0,0,0,0,0
43,"Điểm trừ của khu du lịch này là bản đồ không hướng dẫn cụ thể được lộ trình cho khách , và rộng quá nên hỏi nhân viên hướng dẫn rất bất tiện.",2,0,0,0,0,0
44,"Quán ăn ngon, sạch sẽ, nhân viên vui vẻ, giá rẽ hơn so với thực tế, có dịp sẽ đến thưởng thức tiếp.Trãi nghiệm cùng : Du lịch thực tế - Ẩm thực địa phương.",0,0,5,0,0,0
45,"Có ai ship được giúp mình bát ốc len nhà cô Xí ra Hà Nội khôngggg, huhu. Món này thực sự quá đỉnh. Mình ăn 1 lần mà thèm vật vã mãi, k tìm được quán nào ở HN có món ngon như vầy. Giá cả thì siêu rẻ vô địch, phục vụ nhanh cực các bạn ạ!",0,0,0,5,0,0
46,"Đồ ăn ở đây khá ngon, hợp khẩu vị, phù hợp với người ăn kiêng, view đẹp, thoáng mát, giá cả phải chăng.",0,0,0,4,0,0
47,"Dich vu tot , lai xe nhiet tinh , vui ve ... biet cac quan an ngon va ban dia tai tp Quy Nhon
Tài xế thân thiện , đúng giờ đúng tuyến , cảm ơn dv phương khang car.
",0,0,0,0,4,0
48,Chỉ ở đúng 1 ngày thôi và dọn đi ngay và luôn. Phòng quá dơ và bẩn,0,1,0,0,0,0
49,"Một chuyến đi quá thất vọng: mua vé 19h xuất bến. Nhưng nhà xe gọi có mặt 17 h lúc 16h 23p làm không kịp ăn uống trước, khi ra đón xe tói 18h50 phút mới có xe. Xe chở dư 1 khách. Chở hàng rất nhiều: trái cây ở Long Khánh ( 1h chờ lên trái cây) chạy tới Hàm thuận ăn tối lúc 24h: quá đói vì ko kịp ăn chiều, Đồ ăn không thể tưởng tượng nổi( giống như đồ ăn xe tù 20 năm trước) phở : bánh phở + nước ko sôi vài lát thịt ko chín ... Không tưởng tượng nổi Xe tiếp tục hành trình tới 7h sáng mới dừng ăn sáng và đi tolet khi khách la ó vì mắc vệ sinh. Ăn mì gói 40k khách tự trả, 12 trưa tới sông cầu ăn trưa khách tự trả. Tới 13h30 tới phù mỹ xuống xe. Hành trình kinh khủng: phong cách phụ vụ kiểu ko cần khách. Rất giận dữ. Hi vọng trong đời ko có chuyến xe lập lại. Rất may chưa đặt vé vào xe này. Số xe 51B- 29697 xe cty chơn mỹ thuê",0,0,0,0,1,0
50,"Chất lượng tốt, thời gian hợp lý
Hướng dẫn viên rất nhiệt tình vui tính dễ thương nữa.  ( hướng dẫn viên Diễm rất đáng yêu)",5,0,0,0,0,0
51,"Hàng và hàng của quầy hàng tuổi teen. Chúng tôi đã mua 4 vị phật thông thái - giá khởi điểm 300 k, chúng tôi đã trả 150 k và sau đó tìm thấy chúng ở một cửa hàng giá cố định với giá 70 k?. Vì vậy, mặc cả khó khăn. Khu vực thực phẩm trông tuyệt vời nhưng chúng tôi đã có một chút lo lắng để thử.",0,0,0,0,0,2
52,"Kinh nghiệm Đến Kỳ Co đầu tiên đi chụp hình luôn và rẽ hướng tay phải đi trước nhiều tiểu cảnh và đường ven núi chụp đẹp. Chụp xong đi hết đường phía tay trái để tắm biển. Có một hẻm núi phía tay trái và đó tắm vừa chánh nắng, mát và chill được rất nhiều tấm hình đẹp .",4,0,0,0,0,0
53,"Không hài lòng về cách trả khách. Xe thả số ít người về Quy Nhơn xuống khu vực Phú Yên, kêu chờ xe sau lên chở nhưng xe sau còn xa, xe sau lên phải ngồi tạm chật chội để tới Quy Nhơn trong khi bỏ tiền ra nguyên chặng giường nằm. Cần thay đổi cách vận hành và điều phối, anh phụ xe cũng có trách nhiệm ở lại cùng khách nên mới bắt được xe.",0,0,0,0,1,0
54,"Phòng ốc thì dơ, có mùi hôi, buffet cũng không ngon.",0,1,0,0,0,0
55,Rất hiểu biết và kiên nhẫn. Đến để giúp chúng tôi khi chúng tôi hết nhiên liệu. Dịch vụ tuyệt vời. ,0,0,0,0,5,0
56,"Món ăn ở đây rất ngon. Gà rán hay gà nướng các loại đều rất hợp vị, gà rán giòn,không bị bở. Đặt biệt gà phô mai nhiều, phômai thơm, béo lắm luôn. Ngoài ra ở đây còn có bán các loại nước trái cây, cf , soda các loại. Và cách phục vụ của các bạn nhân viên, niềm nở, chu đáo, nhiệt tình và lễ phép với khách Hôm rồi mình đi sinh nhật cháu gái tại jollibee, cảm thấy rất thích không gian ở đây .Phù hợp để tổ chức sinh nhật, hội nhóm bạn bè 😍",0,0,5,5,0,0
57,Lái xe gọi hẹn giờ trước và đợi đón đúng giờ. Nên sử dụng dịch vụ xe đưa đón san bay Phù Cát của đơn vị này.,0,0,0,0,4,0
58,"Ra từ thứ 6 thuê đến chủ nhật mà cô chú giao xe chạy chỉ cần mỗi cmnd mà không cần trả trước. Do vừa cho thuê vừa có tiệm sữa xe, nên xe chạy ngon như xe nhà chỉ đổ xăng rồi chạy thôi không cần lo gì khác. Chỗ thuê xe tốt nhất trong nhiều nơi mình đã đi qua.",0,0,0,0,5,0
59,Bogosov tại 5 Elements Garden ở Quy Nhơn là một địa điểm ăn uống rất ngon.,0,0,5,0,0,0
60,"Ghé quán ăn trưa , nghe nói cơm gà ở đây nổi tiếng nên kêu thử dù quán có nhiều món - Dĩa cơm bưng lên nhìn miếng gà chiên giòn to vật vã , ăn thấy bình thương , gà hơi bị khô , không ăn kèm với canh rau thì thú thiệt nuốt không nổi - Hao hao giống cơm gà xối mỡ ở Sài gòn , Nói chung không ngon , ăn mau ngán - Còn cơm bò thì bò hơi dai nước sốt ngon - Giá cao so với mặt bằng Quy nhơn",0,0,0,3,0,0
61,"khách sạn có vị trí trung tâm, phục vụ nhiệt tình, tiện nghi đầy đủ, giá cả hợp lý, vệ sinh sạch sẽ.",0,5,0,0,0,0
62,"Siêu thị Thu hút đông đảo mọi người đến tham quan, mua sắm.",0,0,0,0,0,4
63,"Nhà hàng khá đẹp và đông khách. Trên đường đi Đà Lạt mình ghé đây ăn trưa. Nhà hàng này thiết kế khá hay, khu vực gần cửa thì kiểu phòng kín, bàn sắp xếp bình thường thôi, đi xuống phía sau thì chia thành từng phòng cho từng nhóm. Mỗi phòng thiết kế theo các kiểu khác nhau như phòng trái bí. Ngồi khá thoải mái. ",0,0,3,0,0,0
64,"Thật tuyệt vời. Phòng sạch sẽ, hiện đại, thoải mái, có tầm nhìn đẹp. Hồ bơi vô cực trên đỉnh, tầm nhìn đẹp ra biển",0,5,0,0,0,0
65,"Phòng studio nhưng cũng khá rộng rãi và thoải mái, tuy nhiên nhà tắm hơi tối và ẩm.",0,3,0,0,0,0
66,"Nhà xe rất lịch sự, khách cũng lịch sự, có cả khách tây, xe sạch sẽ, thơm tho. Lần sau sẽ trở lại. Giải trí trên xe tuyệt vời, tối có phim chiếu rạp coi luôn. ",0,0,0,0,5,0
67,"Rau ngon, xoài chua lét, bánh xèo chiên lại nên rất cứng, dày và dầu mỡ!
Nước mắm ăn được, nước chấm đậu phộng thì nhạt nhẽo!",0,0,0,2,0,0
68,"Địa điểm này nên đi vào tầm 3h-4h chiều và chơi đến tối để có thể trải nghiệm được hết các trò chơi bắn cung, leo núi, cưỡi bò tót, đặc biệt là các trò chơi dưới nước vì sáng đến trưa nắng rất gắt, khó để tham gia được các hoạt động ngoài trời/dưới nước. Không gian rộng rãi để các đơn vị tổ chức teambuilding, hội nghị cuối năm.",5,0,0,0,0,0
69,"Phòng rộng, mọi thứ được trao đổi qua zalo, tiện trong giai đoạn dịch Covid thế này. Các bạn tư vấn nhiệt tình. Có bán thêm snack khá ngon. Linh hoạt về thời gian thanh toán. Mình thích việc ko cung cấp đồ dùng 1 lần để hạn chế rác thải nhựa.",0,4,0,0,0,0
70,"Tôi đã ăn trưa với một người bạn sau một vài năm vắng bóng khi dùng bữa tại nhà hàng này. Thật đáng buồn là thức ăn đã bị trôi xuống đồi. Trong khi món Cá hồi của bạn tôi được nấu ngon, thật đáng buồn là món thịt lợn cốt lết và bánh creme brulee của chúng tôi lại không. Thịt lợn đã chín quá và rất khô. Bánh creme brulee là sự nhất quán của trứng bác mặc dù phần trên là caramel rất ngon. Đĩa pho mát ở mức trung bình vì các loại pho mát có vị quá giống nhau.",0,0,0,3,0,0
71,Đặt lịch từ sớm nhưng lại bị chuyển chuyến từ 6h30 sang chuyến 8h00. Không hài lòng về cách làm việc của nhà xe,0,0,0,0,2,0
72,"Ít chỗ đỗ xe, ăn sáng đơn giản, một số món chưa ngon",0,0,0,2,0,0
73,"Nhiêu đây mà có 400k thôi đó, trời ơi tin được khônggg🤤 Thức ăn vừa ngon, vừa tươi lại càng cực kì rẻ nữa chứ, nhân viên ở đấy cực kỳ dễ thương luôn. Bọn mình chỉ ở 1 đêm tại trung tâm nên không được thưởng thức lần nữa, có dịp nhất định sẽ quay lại♥️",0,0,0,5,0,0
74,"Mình ăn ở đây 2 lần rồi vì quán rất đông vào buổi trưa nên mình chọn phòng riêng. Về giá cả thì hơi cao hơn mặt bằng chung ở Quy Nhơn nhưng vị ddồ ăn một số món rất ngọt đối với mình. Có thể đây là điểm check in lý tưởng của nguời Quy Nhơn vì ở Quy Nhơn 1 quán không gian rộng và bắt mắt như vầy chỉ có 1 đến 2 quán. Tuy nhiên, với mình ngon vẫn là quan trọng. Chắc vì ở Sài Gòn có nhiều quán đẹp và ngon nên mình hơi kén. hihi :)",0,0,3,2,0,0
75,"Ramen không chuẩn vị nhật, dùng mì trứng mà mình rất là ghét. Đã bực vì đợi lâu rồi mà nhân viên còn nhìn mặt chỉ làm mất ngon kinh khủng, lúc đấy thực sự muốn chửi lắm :).",0,0,0,1,0,0
76,"Hàng hoá đa dạng,món gì cũng có, các cô bán hàng cũng thân thiện,dù hỏi giá mà không mua vẫn ok, chợ này giá cũng rẻ hơn chợ khác mà hàng chất lượng.Chợ rất sạch sẽ, có nhân viên vệ sinh dọn thường xuyên Điểm trừ ở đây là không có chỗ để xe máy thoải mái, gửi xe mất 3.000đ không hợp lý như các chợ khác",0,0,0,0,0,4
77,lần đầu tiên tôi đến bar này cùng mộ người bạn của mình đồ uống ở đây rất ngon phong cảnh rất lãng mạng nhạc vừa đủ nghe để bạn có thể nói chuyện với mọi người khung cảnh tuyệt với với tầm nhìn đẹp trong buổi tuối sài gòn nhân viên ở đây rất thân thiện và lịch sự nhiệt tình,0,0,5,0,0,0
78,"Tôi và bạn trai của tôi muốn thử sự ấm áp. Chúng tôi đã kiểm tra trên tripadvisor nơi tốt nhất và chúng tôi tìm thấy điều này. Hóa ra là họ không phục vụ nó. Vậy là được rồi. Tuy nhiên, chúng tôi đã đặt hàng chân ếch với giá 80 000 đồng. Hoặc ít nhất nó đã được viết như thế này. Hóa ra là do nhầm lẫn trong bản dịch tiếng Anh và người phục vụ (người không nói được tiếng Anh) đã đưa cho chúng tôi đôi chân với giá 160 000 đồng. Món ăn với giá 80 000 là ếch nguyên con. Chúng tôi đã chỉ ra vị trí này trong menu bằng ngón tay, nhưng người phục vụ và người bạn nói tiếng Anh của anh ấy nói rằng chúng tôi đúng, nhưng chúng tôi vẫn phải trả số tiền cao hơn. Không chắc là nó không được thực hiện có chủ đích hay không, bởi vì họ không thực sự buồn về sự nhầm lẫn trong thực đơn và người phục vụ của chúng tôi! Và người phục vụ của chúng tôi đã thực sự phớt lờ Hoa Kỳ, đặc biệt là khi chúng tôi muốn giải thích toàn bộ tình huống. Chúng tôi đã nói với anh ấy rằng có điều gì đó không ổn và anh ấy đã rời đi mà không có giải pháp nào ?! Thức ăn khá ngon,",0,0,2,4,0,0
79,"Nghe nhiều bạn review tốt về chổ cho thuê xe máy Quy Nhơn Hoài Bảo này quả thật không sai, và mình cực kỳ hài lòng khi thuê xe máy tại đây",0,0,0,0,5,0
80,"Phòng sạch đẹp, thiết kế hiện đại khang trang",0,4,0,0,0,0
81,"Tôi không thực sự thích nơi này vì tôi thấy một vài mặt hàng đắt hơn, vẫn thích chợ Bin Tay.",0,0,0,0,0,1
82,"Phòng mình ở trên tầng 21 rất thoáng , phòng sạch , đẹp , mê nhất cái giường êm vừa ý mình . Bạn nhân viên nữ dễ thương cực, luôn cười và nhẹ nhàng với khách .",0,5,0,0,0,0
83,"Khu mua sắm thời trang, mỹ phẩm cao cấp giữa trung tâm Sài Gòn. Giữa trung tâm là các quán cà phê sang chảnh. Khu foodcourt tập trung tại tầng hầm của tòa nhà, có món đá bào xoài khá đặc biệt. Mô hình Takashimaya Sài Gòn cũng giống với chuỗi Takashimaya Singapore",0,0,0,0,0,3
84,"Nhân viên ngơ ngơ không hỗ trợ khách hàng, đề nghị chủ quán chấn chỉnh lại",0,0,2,0,0,0
85,Chợ trung tâm của thành phố quy nhơn Bán rất nhiều hải sản Nhưng vô đây lưu ý về giá cả nhé,0,0,0,0,0,3
86,"Đồ khá đầy đủ, có thể mua dừa trái, đồ về làm quà (nem, cá mực tôm khô, các loại mắm) ở đây. Chợ mở cả ngày tuy nhiên có nhiêu khu chỉ mở sáng sớm. Ghé chợ tầm chiều tối có thể ghé ăn ốc Thúy kiều ở ngay gần đó
",0,0,0,0,0,5
87,"Xe hôm mình đi không có rèm che cửa, bị hắt sáng rất khó chịu vì đi đường dài. Có xe trung chuyển tại đà nẵng Xuất phát hơi chậm hơn giờ dự kiến một chút.",0,0,0,0,2,0
88,"Công viên thiếu nhi mà toàn thấy người lớn. Ban đêm rất mát, có nhiều hàng quán ăn vặt giá rất rẻ. Buổi chiều sau 17:00 dân địa phương đổ ra đây tắm biển rất đông, không có dịch vụ trông xe mà cứ để xe trên bờ rồi đi bộ xuống thôi. Bãi cát phẳng và mịn. Bãi biển rất sạch, không có kinh doanh dù, hàng rong, bán dạo... hy vọng thành phố Quy Nhơn tiếp tục phát huy và giữ môi trường sạch như hiện tại.",4,0,0,0,0,0
89,"Đề xuất duy nhất của tôi để cải thiện trong ngắn hạn là cung cấp thêm chỗ ngồi cho hành khách mà tôi nghĩ
 có thể được thực hiện đơn giản mà không ảnh hưởng đến không gian hành lý.",0,0,0,0,4,0
90,"Hơi thất vọng, đi biển mà sóng lớn quá, cũng không có nhân viên bảo vệ",2,0,0,0,0,0
